#Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Assembly	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level	RefSeq FTP	GenBank FTP
Escherichia coli	Ecol_AZ146	19668	SAMN05511152 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012085.1 	5.72741	50.6901	chromosome:NZ_CP018991.1/CP018991.1; plasmid pECAZ146_1:NZ_CP018990.1/CP018990.1; plasmid pECAZ146_3:NZ_CP018988.1/CP018988.1; plasmid pECAZ146_4:NZ_CP018987.1/CP018987.1; plasmid pECAZ146_5:NZ_CP018986.1/CP018986.1; plasmid pECAZ146_6:NZ_CP018985.1/CP018985.1; plasmid pECAZ146_7:NZ_CP018984.1/CP018984.1; plasmid pECAZ146_KPC:NZ_CP018989.1/CP018989.1	-	8	6101	5676	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/085/GCF_002012085.1_ASM201208v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/085/GCA_002012085.1_ASM201208v1
Escherichia coli	Ecol_AZ147	19668	SAMN05511182 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012105.1 	5.09048	50.8824	chromosome:NZ_CP018995.1/CP018995.1; plasmid pECAZ147_1:NZ_CP018994.1/CP018994.1; plasmid pECAZ147_2:NZ_CP018993.1/CP018993.1; plasmid pECAZ147_KPC:NZ_CP018992.1/CP018992.1	-	4	5322	4898	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/105/GCF_002012105.1_ASM201210v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/105/GCA_002012105.1_ASM201210v1
Escherichia coli	Ecol_AZ155	19668	SAMN05511168 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012125.1 	5.09022	50.8845	chromosome:NZ_CP019005.1/CP019005.1; plasmid pECAZ155_2:NZ_CP019002.1/CP019002.1; plasmid pECAZ155_3:NZ_CP019003.1/CP019003.1; plasmid pECAZ155_4:NZ_CP019004.1/CP019004.1; plasmid pECAZ155_KPC:NZ_CP019001.1/CP019001.1	-	5	5343	4934	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/125/GCF_002012125.1_ASM201212v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/125/GCA_002012125.1_ASM201212v1
Escherichia coli	Ecol_AZ159	19668	SAMN05511159 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012145.1 	5.10193	50.6811	chromosome:NZ_CP019008.1/CP019008.1; plasmid pECAZ159_1:NZ_CP019007.1/CP019007.1; plasmid pECAZ159_2:NZ_CP019006.1/CP019006.1	-	3	5251	4912	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/145/GCF_002012145.1_ASM201214v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/145/GCA_002012145.1_ASM201214v1
Escherichia coli	Ecol_AZ162	19668	SAMN05511185 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012165.1 	5.35187	50.6865	chromosome:NZ_CP019015.1/CP019015.1; plasmid pECAZ162_2:NZ_CP019013.1/CP019013.1; plasmid pECAZ162_KPC:NZ_CP019014.1/CP019014.1	-	3	5599	5254	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/165/GCF_002012165.1_ASM201216v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/165/GCA_002012165.1_ASM201216v1
Escherichia coli	Ecol_422	19668	SAMN05511153 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012185.1 	5.2158	50.5447	chromosome:NZ_CP018962.1/CP018962.1; plasmid pEC422_1:NZ_CP018961.1/CP018961.1; plasmid pEC422_2:NZ_CP018960.1/CP018960.1; plasmid pEC422_4:NZ_CP018958.1/CP018958.1; plasmid pEC422_KPC:NZ_CP018959.1/CP018959.1	-	5	5436	4978	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/185/GCF_002012185.1_ASM201218v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/185/GCA_002012185.1_ASM201218v1
Escherichia coli	Ecol_867	19668	SAMN05511148 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012205.1 	5.0658	50.8406	chromosome:NZ_CP018983.1/CP018983.1; plasmid pEC867_1:NZ_CP018982.1/CP018982.1; plasmid pEC867_3:NZ_CP018980.1/CP018980.1; plasmid pEC867_KPC:NZ_CP018981.1/CP018981.1	-	4	5260	4904	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/205/GCF_002012205.1_ASM201220v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/205/GCA_002012205.1_ASM201220v1
Escherichia coli	Ecol_881	19668	SAMN05511150 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012225.1 	5.59755	50.4424	chromosome:NZ_CP019029.1/CP019029.1; plasmid pEC881_1:NZ_CP019028.1/CP019028.1; plasmid pEC881_2:NZ_CP019027.1/CP019027.1; plasmid pEC881_4:NZ_CP019025.1/CP019025.1; plasmid pEC881_5:NZ_CP019024.1/CP019024.1; plasmid pEC881_6:NZ_CP019023.1/CP019023.1; plasmid pEC881_7:NZ_CP019022.1/CP019022.1; plasmid pEC881_8:NZ_CP019021.1/CP019021.1; plasmid pEC881_KPC:NZ_CP019026.1/CP019026.1	-	9	5837	5421	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/225/GCF_002012225.1_ASM201222v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/225/GCA_002012225.1_ASM201222v1
Escherichia coli	Ecol_AZ153	19668	SAMN05511160 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012245.1 	5.25275	50.9192	chromosome:NZ_CP019000.1/CP019000.1; plasmid pECAZ153_2:NZ_CP018998.1/CP018998.1; plasmid pECAZ153_3:NZ_CP018997.1/CP018997.1; plasmid pECAZ153_4:NZ_CP018996.1/CP018996.1; plasmid pECAZ153_KPC:NZ_CP018999.1/CP018999.1	-	5	5527	5153	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/245/GCF_002012245.1_ASM201224v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/245/GCA_002012245.1_ASM201224v1
Escherichia coli	Ecol_AZ161	19668	SAMN05511166 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012265.1 	5.17304	50.8489	chromosome:NZ_CP019012.1/CP019012.1; plasmid pECAZ161_1:NZ_CP019011.1/CP019011.1; plasmid pECAZ161_3:NZ_CP019009.1/CP019009.1; plasmid pECAZ161_KPC:NZ_CP019010.1/CP019010.1	-	4	5399	5047	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/265/GCF_002012265.1_ASM201226v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/265/GCA_002012265.1_ASM201226v1
Escherichia coli	Ecol_244	19668	SAMN05511157 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012305.1 	5.38306	50.4656	chromosome:NZ_CP019020.1/CP019020.1; plasmid pEC244_1:NZ_CP019019.1/CP019019.1; plasmid pEC244_2:NZ_CP019018.1/CP019018.1; plasmid pEC244_4:NZ_CP019016.1/CP019016.1; plasmid pEC244_KPC:NZ_CP019017.1/CP019017.1	-	5	5593	5226	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/305/GCF_002012305.1_ASM201230v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/305/GCA_002012305.1_ASM201230v1
Escherichia coli NU14	NU14	19668	SAMN06314223 	PRJNA373796	Proteobacteria	Gammaproteobacteria	GCA_002024865.1 	5.07662	50.6	chromosome:NZ_CP019777.1/CP019777.1	-	1	5219	4908	2017/03/10	2017/03/13	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/865/GCF_002024865.1_ASM202486v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/024/865/GCA_002024865.1_ASM202486v1
Escherichia coli	13E0725	19668	SAMN06554468 	PRJNA378593	Proteobacteria	Gammaproteobacteria	GCA_002055605.1 	5.11248	50.6	chromosome:NZ_CP020092.1/CP020092.1	-	1	5401	4975	2017/03/21	2017/03/23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/055/605/GCF_002055605.1_ASM205560v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/055/605/GCA_002055605.1_ASM205560v1
Escherichia coli	AR_0118	19668	SAMN04014959 	PRJNA292902	Proteobacteria	Gammaproteobacteria	GCA_002055635.1 	5.36507	50.6278	chromosome:NZ_CP020048.1/CP020048.1; plasmid unitig_1:NZ_CP020049.1/CP020049.1; plasmid unitig_2:NZ_CP020050.1/CP020050.1; plasmid unitig_3:NZ_CP020051.1/CP020051.1	-	4	5654	5240	2017/03/21	2017/03/23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/055/635/GCF_002055635.1_ASM205563v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/055/635/GCA_002055635.1_ASM205563v1
Escherichia coli	AR_0061	19668	SAMN04014902 	PRJNA292904	Proteobacteria	Gammaproteobacteria	GCA_002056065.1 	4.73422	50.7589	chromosome:NZ_CP020058.1/CP020058.1; plasmid unitig_1:NZ_CP020059.1/CP020059.1; plasmid unitig_2:NZ_CP020060.1/CP020060.1	-	3	4890	4510	2017/03/21	2017/03/23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/056/065/GCF_002056065.1_ASM205606v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/065/GCA_002056065.1_ASM205606v1
Escherichia coli	AR_0069	19668	SAMN04014910 	PRJNA292904	Proteobacteria	Gammaproteobacteria	GCA_002056145.1 	4.82675	50.8492	chromosome:NZ_CP020055.1/CP020055.1; plasmid unitig_2:NZ_CP020056.1/CP020056.1; plasmid unitig_3:NZ_CP020057.1/CP020057.1	-	3	4998	4644	2017/03/21	2017/03/23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/056/145/GCF_002056145.1_ASM205614v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/145/GCA_002056145.1_ASM205614v1
Escherichia coli	AR_0104	19668	SAMN04014945 	PRJNA292904	Proteobacteria	Gammaproteobacteria	GCA_002056635.1 	5.26203	50.756	chromosome:NZ_CP020116.1/CP020116.1; plasmid unitig_5:NZ_CP020117.1/CP020117.1; plasmid unitig_6:NZ_CP020118.1/CP020118.1; plasmid unitig_7:NZ_CP020119.1/CP020119.1	-	4	5502	5127	2017/03/21	2017/03/23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/056/635/GCF_002056635.1_ASM205663v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/635/GCA_002056635.1_ASM205663v1
Escherichia coli	13E0780	19668	SAMN06563569 	PRJNA378906	Proteobacteria	Gammaproteobacteria	GCA_002057245.1 	5.37129	50.6	chromosome:NZ_CP020106.1/CP020106.1	-	1	5786	5346	2017/03/21	2017/03/23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/057/245/GCF_002057245.1_ASM205724v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/057/245/GCA_002057245.1_ASM205724v1
Escherichia coli	13E0767	19668	SAMN06563579 	PRJNA378908	Proteobacteria	Gammaproteobacteria	GCA_002057355.1 	4.94225	50.6	chromosome:NZ_CP020107.1/CP020107.1	-	1	5142	4813	2017/03/21	2017/03/23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/057/355/GCF_002057355.1_ASM205735v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/057/355/GCA_002057355.1_ASM205735v1
Escherichia coli	DSM 103246	19668	SAMN06434185 	PRJNA376490	Proteobacteria	Gammaproteobacteria	GCA_002058765.1 	5.44583	50.5	chromosome:NZ_CP019944.1/CP019944.1	-	1	5577	5138	2017/03/21	2017/03/23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/058/765/GCF_002058765.1_ASM205876v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/058/765/GCA_002058765.1_ASM205876v1
Escherichia coli	FAM21845	19668	SAMN05762409 	PRJNA342576	Proteobacteria	Gammaproteobacteria	GCA_002077195.1 	5.11359	50.9496	chromosome:CP017220.1; plasmid pFAM21845_1:CP017221.1; plasmid pFAM21845_2:CP017222.1; plasmid pFAM21845_3:CP017223.1; plasmid pFAM21845_4:CP017224.1; plasmid pFAM21845_5:CP017225.1	-	6	5179	4920	2017/04/03	2017/05/31	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/195/GCF_002077195.1_ASM207719v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/077/195/GCA_002077195.1_ASM207719v1
Escherichia coli	BLK9	19668	SAMN04497926 	PRJNA312438	Proteobacteria	Gammaproteobacteria	GCA_002078275.1 	4.16559	51	chromosome:NZ_CP014641.1/CP014641.1	-	1	4226	3930	2017/04/04	2017/04/05	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/275/GCF_002078275.1_ASM207827v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/078/275/GCA_002078275.1_ASM207827v1
Escherichia coli	BLK16	19668	SAMN04505873 	PRJNA312746	Proteobacteria	Gammaproteobacteria	GCA_002078295.1 	4.16578	51	chromosome:NZ_CP014642.1/CP014642.1	-	1	4229	3925	2017/04/04	2017/04/05	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/295/GCF_002078295.1_ASM207829v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/078/295/GCA_002078295.1_ASM207829v1
Escherichia coli C	C	19668	SAMN06645125 	PRJNA380607	Proteobacteria	Gammaproteobacteria	GCA_002079225.1 	4.61702	51	chromosome:NZ_CP020543.1/CP020543.1	-	1	4703	4372	2017/04/05	2017/04/08	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/079/225/GCF_002079225.1_ASM207922v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/079/225/GCA_002079225.1_ASM207922v1
Escherichia coli	BLR(DE3)	19668	SAMN06619924 	PRJNA379778	Proteobacteria	Gammaproteobacteria	GCA_002090355.1 	4.55081	50.8	chromosome:NZ_CP020368.1/CP020368.1	-	1	4687	4320	2017/04/13	2017/04/17	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/090/355/GCF_002090355.1_ASM209035v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/355/GCA_002090355.1_ASM209035v1
Escherichia coli	CFSAN051542	19668	SAMN05414625 	PRJNA312475	Proteobacteria	Gammaproteobacteria	GCA_002105735.1 	4.92614	50.9515	chromosome:NZ_CP020835.1/CP020835.1; plasmid pCFSAN051542:NZ_CP020836.1/CP020836.1	-	2	5153	4732	2017/04/24	2017/04/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/735/GCF_002105735.1_ASM210573v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/735/GCA_002105735.1_ASM210573v1
Escherichia coli	HB-Coli0	19668	SAMN06819205 	PRJNA383767	Proteobacteria	Gammaproteobacteria	GCA_002116715.1 	5.07818	50.6762	chromosome:NZ_CP020933.1/CP020933.1; plasmid unnamed1:NZ_CP020934.1/CP020934.1; plasmid unnamed2:NZ_CP020935.1/CP020935.1; plasmid unnamed3:NZ_CP020936.1/CP020936.1	-	4	5270	4895	2017/05/01	2017/05/03	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/715/GCF_002116715.1_ASM211671v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/715/GCA_002116715.1_ASM211671v1
Escherichia coli	HST04	19668	SAMN04396805 	PRJNA298687	Proteobacteria	Gammaproteobacteria	GCA_002118095.1 	4.56724	50.8	chromosome:NZ_CP013952.1/CP013952.1	-	1	4716	4370	2017/04/28	2017/05/09	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/095/GCF_002118095.1_ASM211809v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/118/095/GCA_002118095.1_ASM211809v1
Escherichia coli	Z1002	19668	SAMN06924979 	PRJNA386069	Proteobacteria	Gammaproteobacteria	GCA_002142675.1 	5.62852	50.5236	chromosome:NZ_CP021202.1/CP021202.1; plasmid p1002-1:NZ_CP021203.1/CP021203.1; plasmid p1002-4:NZ_CP021204.1/CP021204.1; plasmid p1002-MCR1:NZ_CP021205.1/CP021205.1; plasmid p1002-NDM1:NZ_CP021206.1/CP021206.1	-	5	5949	5451	2017/05/16	2017/05/24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/675/GCF_002142675.1_ASM214267v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/675/GCA_002142675.1_ASM214267v1
Escherichia coli	5CRE51	19668	SAMN06828737 	PRJNA384104	Proteobacteria	Gammaproteobacteria	GCA_002142695.1 	5.25643	50.6352	chromosome:NZ_CP021175.1/CP021175.1; plasmid p5CRE51-MCR-1:NZ_CP021176.1/CP021176.1; plasmid p5CRE51-NDM-9:NZ_CP021177.1/CP021177.1	-	3	5511	5100	2017/05/16	2017/05/24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/695/GCF_002142695.1_ASM214269v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/695/GCA_002142695.1_ASM214269v1
Escherichia coli	strain Z247	19668	SAMN06925129 	PRJNA386074	Proteobacteria	Gammaproteobacteria	GCA_002142715.1 	5.40007	50.386	chromosome:NZ_CP021207.1/CP021207.1; plasmid p2474-3:NZ_CP021208.1/CP021208.1; plasmid p2474-MCR1:NZ_CP021209.1/CP021209.1; plasmid p2474-NDM1:NZ_CP021210.1/CP021210.1	-	4	5633	5245	2017/05/16	2017/05/24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/715/GCF_002142715.1_ASM214271v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/715/GCA_002142715.1_ASM214271v1
Escherichia coli	95JB1	19668	SAMN06924970 	PRJNA383943	Proteobacteria	Gammaproteobacteria	GCA_002156825.1 	5.51797	50.5514	chromosome:NZ_CP021335.1/CP021335.1; plasmid p95JB1A:NZ_CP021336.1/CP021336.1; plasmid p95JB1B:NZ_CP021337.1/CP021337.1	-	3	5919	5404	2017/05/23	2017/05/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/825/GCF_002156825.1_ASM215682v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/825/GCA_002156825.1_ASM215682v1
Escherichia coli	95NR1	19668	SAMN06947002 	PRJNA383942	Proteobacteria	Gammaproteobacteria	GCA_002156845.1 	5.63676	50.5525	chromosome:NZ_CP021339.1/CP021339.1; plasmid p95NR1A:NZ_CP021340.1/CP021340.1; plasmid p95NR1B:NZ_CP021341.1/CP021341.1	-	3	6087	5562	2017/05/23	2017/05/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/845/GCF_002156845.1_ASM215684v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/845/GCA_002156845.1_ASM215684v1
Escherichia coli	81009	19668	SAMN06808253 	PRJNA383781	Proteobacteria	Gammaproteobacteria	GCA_002157245.1 	5.1478	50.829	chromosome:NZ_CP021179.1/CP021179.1; plasmid pEC-81009:NZ_CP021180.1/CP021180.1	-	2	5368	5006	2017/05/24	2017/05/30	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/245/GCF_002157245.1_ASM215724v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/245/GCA_002157245.1_ASM215724v1
Escherichia coli	9	19668	SAMN06093946 	PRJNA355857	Proteobacteria	Gammaproteobacteria	GCA_002163655.1 	4.85546	50.7	chromosome:NZ_CP018323.1/CP018323.1	-	1	5020	4675	2017/06/02	2017/06/05	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/655/GCF_002163655.1_ASM216365v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/655/GCA_002163655.1_ASM216365v1
Escherichia coli		19668	SAMN06165994 	PRJNA355857	Proteobacteria	Gammaproteobacteria	GCA_002163695.1 	4.75972	50.6	chromosome:NZ_CP018840.1/CP018840.1	-	1	4852	4482	2017/06/02	2017/06/05	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/695/GCF_002163695.1_ASM216369v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/695/GCA_002163695.1_ASM216369v1
Escherichia coli	1031	19668	SAMN06166007 	PRJNA355857	Proteobacteria	Gammaproteobacteria	GCA_002163935.1 	4.85554	50.8245	chromosome:NZ_CP019560.1/CP019560.1; plasmid unnamed:NZ_CP019561.1/CP019561.1	-	2	5001	4663	2017/06/02	2017/06/05	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/935/GCF_002163935.1_ASM216393v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/935/GCA_002163935.1_ASM216393v1
Escherichia coli	207	19668	SAMN06165999 	PRJNA355857	Proteobacteria	Gammaproteobacteria	GCA_002163955.1 	4.9845	50.4935	chromosome:NZ_CP019558.1/CP019558.1; plasmid unnamed:NZ_CP019559.1/CP019559.1	-	2	5112	4821	2017/06/02	2017/06/05	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/955/GCF_002163955.1_ASM216395v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/955/GCA_002163955.1_ASM216395v1
Escherichia coli	AR_0149	19668	SAMN04014990 	PRJNA292902	Proteobacteria	Gammaproteobacteria	GCA_002180055.1 	4.92486	50.7528	chromosome:NZ_CP021532.1/CP021532.1; plasmid tig00000220:NZ_CP021533.1/CP021533.1; plasmid tig00000221:NZ_CP021534.1/CP021534.1	-	3	5073	4690	2017/06/08	2017/06/10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/055/GCF_002180055.1_ASM218005v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/055/GCA_002180055.1_ASM218005v1
Escherichia coli	AR_0149	19668	SAMN04014960 	PRJNA292902	Proteobacteria	Gammaproteobacteria	GCA_002180095.1 	5.43596	50.5811	chromosome:NZ_CP021535.1/CP021535.1; plasmid unitig_2:NZ_CP021536.1/CP021536.1; plasmid unitig_3:NZ_CP021537.1/CP021537.1; plasmid unitig_4:NZ_CP021538.1/CP021538.1	-	4	5792	5346	2017/06/08	2017/06/10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/095/GCF_002180095.1_ASM218009v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/095/GCA_002180095.1_ASM218009v1
Escherichia coli	AR_0162	19668	SAMN04015003 	PRJNA292902	Proteobacteria	Gammaproteobacteria	GCA_002180135.1 	5.06417	50.7925	chromosome:NZ_CP021683.1/CP021683.1; plasmid tig00002623:NZ_CP021680.1/CP021680.1; plasmid tig00003056:NZ_CP021681.1/CP021681.1; plasmid tig00003144:NZ_CP021682.1/CP021682.1; plasmid tig00008015:NZ_CP021684.1/CP021684.1	-	5	5257	4840	2017/06/08	2017/06/10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/135/GCF_002180135.1_ASM218013v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/135/GCA_002180135.1_ASM218013v1
Escherichia coli	AR_0058	19668	SAMN04014899 	PRJNA292904	Proteobacteria	Gammaproteobacteria	GCA_002180195.1 	5.10349	50.8096	chromosome:NZ_CP021689.1/CP021689.1; plasmid tig00007555j7554:NZ_CP021690.1/CP021690.1	-	2	5352	4986	2017/06/08	2017/06/10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/195/GCF_002180195.1_ASM218019v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/195/GCA_002180195.1_ASM218019v1
Escherichia coli	AR_0151	19668	SAMN04014992 	PRJNA292902	Proteobacteria	Gammaproteobacteria	GCA_002180215.1 	4.95934	50.7608	chromosome:NZ_CP021691.1/CP021691.1; plasmid tig00001251:NZ_CP021692.1/CP021692.1; plasmid tig00001252:NZ_CP021693.1/CP021693.1	-	3	5131	4750	2017/06/08	2017/06/10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/215/GCF_002180215.1_ASM218021v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/215/GCA_002180215.1_ASM218021v1
Escherichia coli	AR_0128	19668	SAMN04014969 	PRJNA292902	Proteobacteria	Gammaproteobacteria	GCA_002180275.1 	5.32127	50.6211	chromosome:NZ_CP021722.1/CP021722.1; plasmid tig00000792:NZ_CP021719.1/CP021719.1; plasmid tig00000793:NZ_CP021720.1/CP021720.1; plasmid tig00000856:NZ_CP021721.1/CP021721.1	-	4	5577	5164	2017/06/08	2017/06/10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/275/GCF_002180275.1_ASM218027v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/275/GCA_002180275.1_ASM218027v1
Escherichia coli	AR_0114	19668	SAMN04014955 	PRJNA292902	Proteobacteria	Gammaproteobacteria	GCA_002192275.1 	5.01734	50.7142	chromosome:NZ_CP021732.1/CP021732.1; plasmid unitig_1:NZ_CP021733.1/CP021733.1; plasmid unitig_2:NZ_CP021734.1/CP021734.1; plasmid unitig_4:NZ_CP021735.1/CP021735.1	-	4	5221	4815	2017/06/13	2017/06/15	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/275/GCF_002192275.1_ASM219227v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/275/GCA_002192275.1_ASM219227v1
